Area,Garage,FirePlace,Baths,White Marble,Black Marble,Indian Marble,Floors,City,Solar,Electric,Fiber,Glass Doors,Swiming Pool,Garden,Prices
24,2,2,4,1,0,0,0,1,0,0,0,1,0,0,33050
155,2,3,2,0,1,0,0,2,0,0,0,1,1,0,29075
157,1,1,5,1,0,0,0,2,0,0,1,0,1,0,46175
167,2,3,1,0,1,0,0,2,0,0,1,1,1,1,39875
14,1,0,2,0,0,1,0,1,1,0,1,0,0,0,20850
188,2,1,4,0,0,1,1,1,1,0,1,0,1,1,44950
157,1,2,2,1,0,0,1,3,1,0,0,1,1,1,54625
169,2,1,3,0,1,0,1,3,1,1,0,1,0,1,49175
11,3,4,5,1,0,0,0,1,0,1,1,0,0,1,45525
59,2,0,4,0,0,1,1,3,1,0,0,0,1,1,36225
62,3,3,2,0,0,1,0,1,0,1,0,1,0,1,21000
164,1,1,2,1,0,0,0,1,0,0,0,1,0,0,31800
82,1,0,5,1,0,0,0,1,1,0,0,1,0,1,33000
235,2,2,4,0,1,0,1,2,1,1,0,1,0,1,49325
15,1,3,5,1,0,0,0,2,1,0,1,1,0,1,48825
151,2,0,3,0,0,1,0,2,0,0,0,0,0,0,18525
189,1,3,3,0,1,0,0,2,1,0,0,1,0,1,29925
55,1,0,5,0,0,1,0,2,0,1,1,1,0,1,34575
56,1,0,5,0,1,0,0,3,1,0,1,1,0,1,42100
72,1,4,2,0,0,1,1,3,1,1,1,0,0,0,48550
207,1,1,2,0,0,1,0,1,0,0,1,1,0,1,30625
88,2,1,2,0,1,0,1,1,1,1,0,0,0,0,34450
136,1,4,3,0,1,0,0,2,1,0,0,0,0,1,24900
98,3,1,5,0,1,0,0,1,0,1,0,1,0,1,29150
84,1,1,5,0,1,0,0,2,1,1,1,0,0,1,36850
146,3,2,2,0,0,1,1,2,1,1,1,0,0,0,48400
50,3,3,5,0,0,1,0,2,0,1,0,0,1,0,23500
179,1,2,2,1,0,0,0,3,1,1,1,0,0,1,48725
9,2,1,3,0,0,1,0,1,0,0,0,1,0,1,16675
108,1,3,1,0,0,1,0,1,0,0,0,1,1,1,16650
210,2,4,4,1,0,0,0,1,0,0,0,0,1,1,34750
158,2,2,4,0,0,1,1,1,1,1,1,1,1,1,50650
100,2,0,3,0,1,0,0,3,0,1,1,1,1,1,43200
178,1,4,4,0,0,1,0,2,1,1,1,0,1,1,35200
67,2,0,2,0,1,0,1,1,0,1,0,1,1,1,37375
170,1,0,3,0,1,0,0,2,0,1,0,1,1,0,28200
94,1,1,5,0,0,1,1,1,0,1,1,0,0,1,43350
153,3,0,5,0,0,1,1,3,1,0,0,0,0,1,41325
143,1,3,2,0,0,1,1,2,1,1,0,1,0,0,38775
105,2,4,2,0,0,1,1,3,0,0,1,1,1,0,53825
143,2,1,4,0,1,0,0,3,1,1,1,0,1,1,42075
138,1,1,1,1,0,0,0,2,0,0,0,0,1,1,28950
95,2,0,4,1,0,0,1,3,1,0,1,0,0,0,62875
243,3,0,2,0,1,0,1,3,1,0,1,1,0,0,61025
182,1,3,4,0,1,0,1,2,1,0,1,0,0,1,53300
199,2,1,2,1,0,0,0,1,0,0,0,1,1,1,34175
131,2,0,4,0,0,1,0,3,1,1,0,0,0,0,24275
181,3,4,1,1,0,0,0,2,1,0,0,0,1,0,35525
176,3,4,3,0,1,0,1,3,0,1,1,0,1,0,60150
236,1,1,3,0,1,0,1,2,1,0,1,0,0,1,51900
42,3,0,2,0,0,1,1,1,0,1,1,0,1,1,40550
9,2,4,1,1,0,0,0,1,1,0,0,0,1,0,26225
36,1,0,1,0,1,0,1,2,0,0,0,0,1,0,31650
105,1,1,3,1,0,0,0,1,1,0,1,0,1,1,39125
40,1,4,5,0,1,0,1,1,0,1,1,0,0,1,49250
221,3,2,3,1,0,0,1,3,1,1,1,0,0,0,69025
229,1,3,4,0,1,0,1,1,0,1,1,1,0,1,56425
124,1,4,5,0,1,0,1,1,0,0,1,1,0,0,54550
222,3,0,4,1,0,0,1,3,1,0,0,1,1,1,60250
245,2,3,5,1,0,0,1,1,1,1,1,0,1,0,64375
210,2,0,3,0,1,0,0,2,1,0,0,0,0,0,25250
235,3,2,1,0,0,1,1,1,0,1,1,1,1,1,50075
21,1,1,3,1,0,0,0,2,1,1,0,0,0,0,30025
207,1,4,4,0,1,0,1,2,0,0,1,1,0,0,58875
104,1,1,2,1,0,0,1,1,1,0,1,0,0,1,52850
47,1,2,5,0,0,1,0,3,1,0,1,1,0,1,38375
188,3,2,1,0,1,0,1,2,1,0,1,0,0,1,51950
104,3,3,2,1,0,0,0,3,1,1,0,0,1,0,38850
182,1,4,5,0,1,0,0,1,1,0,1,0,0,1,36800
223,2,3,2,0,1,0,0,2,1,0,0,1,0,0,31025
179,3,2,1,0,0,1,0,1,0,1,0,1,1,0,21925
38,3,0,5,0,1,0,0,1,0,1,1,0,0,0,34200
140,1,0,1,0,0,1,0,1,0,1,0,1,1,1,16450
140,3,1,3,0,1,0,1,3,1,0,0,1,1,0,48700
214,3,1,5,1,0,0,0,1,0,0,0,0,0,1,35350
141,3,4,2,0,0,1,0,1,1,0,1,1,0,0,34475
80,2,0,2,1,0,0,0,2,0,0,1,0,1,0,41250
162,2,0,2,0,1,0,0,1,0,1,1,1,0,1,36500
42,1,2,4,1,0,0,1,3,0,0,1,0,1,1,61300
240,1,0,4,0,1,0,1,3,1,1,1,1,1,1,61700
5,1,1,5,0,1,0,1,3,0,0,0,1,0,1,44575
246,2,3,4,1,0,0,0,3,1,1,0,0,0,0,43400
2,2,4,1,0,1,0,1,2,0,0,1,0,1,0,47050
35,1,4,5,0,0,1,0,2,0,0,0,0,1,1,19625
137,2,1,4,0,1,0,1,2,1,0,1,1,1,1,56625
102,2,0,3,0,0,1,0,2,1,0,0,0,0,0,17550
66,1,2,1,0,1,0,1,3,0,0,0,0,0,1,37400
180,2,1,5,0,1,0,0,1,1,1,0,0,1,0,25500
58,3,0,4,0,0,1,0,3,1,1,1,0,0,0,35700
12,1,1,5,1,0,0,0,2,0,1,1,0,1,1,43800
160,3,4,4,0,0,1,1,2,1,1,1,0,1,1,52750
108,3,3,1,0,0,1,1,2,0,0,1,0,0,0,45450
61,3,3,1,1,0,0,1,1,0,1,1,0,0,1,56025
78,2,4,3,1,0,0,1,2,1,1,0,1,0,0,54650
195,1,1,4,0,0,1,0,3,0,0,1,1,1,0,39825
38,2,0,4,0,0,1,0,2,1,0,0,1,0,1,21650
230,1,1,2,0,0,1,1,2,0,1,0,0,1,1,34750
100,1,2,4,0,0,1,0,2,0,1,1,1,1,0,35950
198,2,3,5,0,1,0,0,1,0,1,1,1,0,0,43400
75,2,0,5,1,0,0,0,2,1,0,1,1,0,1,49575
75,3,1,5,1,0,0,0,2,1,1,1,0,1,0,48625
10,2,2,2,0,0,1,0,2,1,1,0,0,0,0,16750
77,3,4,5,0,0,1,0,2,0,0,1,1,0,0,39875
42,2,2,4,0,1,0,0,3,0,0,0,0,1,0,27050
230,1,4,5,0,1,0,0,3,0,1,1,0,1,1,46000
42,1,0,5,1,0,0,1,3,0,0,0,0,0,0,49300
4,2,0,3,0,0,1,1,1,1,0,0,0,0,0,26600
199,1,0,2,0,1,0,0,1,1,0,1,0,1,1,30475
224,3,4,5,1,0,0,0,1,1,0,0,1,1,1,42550
192,1,1,2,0,1,0,1,3,1,1,1,0,1,1,54300
13,2,2,4,0,0,1,0,1,1,0,0,0,1,0,14575
123,1,2,2,1,0,0,1,3,1,1,0,1,0,0,55025
133,2,2,1,1,0,0,0,3,0,0,1,1,0,0,50775
245,3,4,1,0,1,0,0,1,1,0,1,0,0,0,36375
138,2,4,4,1,0,0,1,1,0,0,0,1,0,1,52400
185,1,2,5,1,0,0,1,1,1,0,1,0,0,0,59375
28,1,1,5,1,0,0,0,2,1,0,1,1,1,1,47650
193,1,0,4,0,0,1,0,1,0,0,0,1,0,0,20275
131,3,2,3,0,1,0,0,1,1,0,1,0,1,1,34525
61,2,4,4,0,1,0,0,2,0,0,0,0,1,1,25525
24,2,2,1,0,1,0,0,2,1,1,1,1,0,1,37050
174,2,3,3,0,0,1,0,2,0,0,0,0,1,1,21350
106,2,4,4,0,0,1,1,1,0,0,0,0,0,1,33150
142,1,1,2,1,0,0,1,2,0,0,1,0,1,1,57050
161,2,0,2,0,0,1,0,3,1,1,0,0,1,1,22525
6,2,1,3,1,0,0,1,2,0,0,0,1,1,0,49100
115,3,1,3,0,1,0,1,3,1,1,0,0,1,0,44875
175,2,3,3,0,0,1,0,1,0,0,0,1,0,1,22325
70,3,0,5,1,0,0,1,2,0,1,1,1,1,1,66950
215,2,4,5,0,1,0,1,2,1,0,1,1,0,1,62075
49,1,3,2,0,1,0,0,2,1,0,1,0,0,1,32475
7,1,0,2,0,1,0,1,3,0,1,0,1,0,1,41375
230,1,0,2,1,0,0,0,1,0,1,0,0,1,1,29500
37,3,0,1,0,1,0,0,1,0,0,0,0,0,1,16175
210,1,0,2,0,1,0,0,3,0,0,1,1,0,1,41950
19,2,2,4,1,0,0,0,3,0,1,0,1,1,1,41175
232,3,0,5,0,0,1,0,1,1,0,1,1,1,0,37500
189,1,4,4,0,0,1,1,2,0,0,0,1,0,1,41675
146,1,3,5,1,0,0,1,1,1,0,0,1,0,1,51850
217,2,0,5,0,0,1,0,3,1,1,0,1,0,1,32125
76,2,3,4,0,0,1,0,1,0,1,0,0,1,1,17900
137,2,2,2,0,1,0,1,3,0,1,0,1,0,1,47625
32,3,0,3,1,0,0,1,2,0,0,0,1,1,0,50500
68,2,3,2,1,0,0,0,3,1,0,1,1,0,0,51400
85,3,1,3,1,0,0,1,1,1,0,0,0,1,1,44875
236,3,1,1,1,0,0,0,2,1,1,1,1,1,1,52100
86,3,4,2,1,0,0,0,3,1,1,0,1,1,0,43600
97,2,1,1,1,0,0,1,2,1,1,1,0,1,0,57675
7,1,2,2,1,0,0,0,1,1,0,1,0,1,0,36175
185,1,2,3,0,0,1,0,1,0,0,1,1,1,1,32075
22,2,0,3,0,1,0,1,1,0,1,1,1,1,1,49250
2,2,1,3,0,1,0,1,3,0,1,0,1,0,0,44750
104,3,3,2,0,0,1,1,3,0,1,0,0,0,1,39600
173,1,3,4,0,1,0,1,3,0,0,1,1,1,0,60775
107,1,3,1,1,0,0,1,1,0,0,0,0,1,0,41175
83,1,2,1,0,0,1,0,3,0,1,1,0,1,1,30825
74,2,4,5,0,0,1,1,3,1,1,0,1,1,1,46550
236,3,4,2,0,1,0,0,1,0,0,0,1,1,1,29850
95,3,3,3,0,1,0,0,3,1,0,1,1,0,0,45825
70,1,4,1,0,0,1,1,1,0,1,0,1,0,1,32700
234,1,4,4,1,0,0,0,3,1,1,1,0,0,0,54100
93,3,0,2,1,0,0,1,3,1,0,1,0,1,0,61825
74,3,3,1,1,0,0,0,1,0,0,0,0,1,1,28350
90,2,2,4,1,0,0,0,1,0,1,1,0,0,0,43250
57,2,2,2,0,1,0,1,2,1,0,0,0,1,0,36675
185,2,1,2,1,0,0,0,1,0,1,1,1,1,1,46825
20,1,4,1,1,0,0,0,1,1,0,0,0,0,1,25000
59,2,0,5,0,0,1,1,2,1,0,1,1,1,1,50175
32,1,1,2,0,0,1,0,2,0,0,0,1,1,0,18000
186,1,0,1,0,1,0,1,1,1,1,0,0,1,0,33400
116,1,4,1,0,0,1,0,3,1,1,0,1,1,0,26100
187,3,2,4,0,1,0,1,2,0,0,1,1,1,0,59875
137,2,2,1,0,1,0,1,1,1,1,0,1,0,0,39625
226,2,0,2,0,0,1,0,1,1,1,1,1,0,1,33350
93,2,3,4,0,0,1,1,1,1,1,1,0,1,0,45325
199,3,0,2,0,1,0,1,2,0,0,1,1,1,0,56175
203,2,4,1,1,0,0,0,1,0,1,1,0,1,0,43825
160,2,1,1,0,0,1,0,3,0,0,0,1,0,0,24950
54,1,1,2,1,0,0,1,2,1,0,0,1,1,0,47800
159,2,4,5,1,0,0,0,1,1,0,1,0,1,0,46725
192,1,4,4,0,1,0,1,1,1,0,1,1,0,0,55250
194,3,0,2,0,1,0,0,3,0,1,1,1,1,1,45800
107,2,0,4,0,0,1,1,2,1,1,0,1,1,0,39625
125,3,0,3,0,1,0,0,3,1,0,1,0,1,0,39875
142,2,4,3,0,0,1,0,2,0,0,1,1,0,1,37500
140,3,2,5,0,1,0,1,1,0,0,0,1,0,1,44700
163,2,1,1,1,0,0,1,3,1,1,0,0,1,0,51075
42,2,0,4,0,0,1,1,2,1,0,1,1,0,0,48500
167,3,2,4,0,0,1,1,1,0,0,1,0,1,1,46425
218,1,3,1,0,0,1,1,1,1,0,1,0,1,0,41950
137,3,1,4,1,0,0,0,2,0,0,1,1,0,1,51875
137,3,2,5,1,0,0,0,3,0,1,1,0,1,0,54175
86,1,4,2,0,1,0,1,1,0,0,1,0,1,1,45400
108,2,0,1,0,0,1,0,2,0,0,0,1,1,1,19400
46,3,0,1,0,0,1,1,1,1,0,1,0,0,1,38400
144,2,2,2,1,0,0,0,3,0,1,0,0,1,1,37350
188,3,0,3,0,0,1,1,2,0,1,1,0,1,0,48950
169,1,4,4,1,0,0,0,3,1,1,0,0,0,0,40725
117,1,2,5,0,1,0,1,2,0,1,0,1,0,1,45875
178,1,1,1,0,1,0,0,1,0,1,0,1,0,1,23150
2,1,0,4,1,0,0,1,2,0,0,0,0,1,1,43550
92,2,0,2,0,1,0,0,2,0,1,0,0,0,0,22050
158,1,3,4,0,1,0,0,3,0,0,1,0,0,0,40950
181,1,2,3,1,0,0,1,1,1,0,1,0,1,1,56775
203,1,2,3,0,0,1,1,2,0,0,1,0,1,1,46575
124,1,1,5,0,0,1,1,1,0,1,1,0,0,1,44100
3,1,2,5,1,0,0,1,1,1,1,0,0,1,0,44325
55,1,2,2,0,0,1,0,1,1,0,0,0,1,0,11625
208,1,0,2,0,1,0,0,3,1,1,1,1,1,0,43400
238,2,1,1,0,1,0,1,1,1,1,0,1,1,1,41400
242,3,4,3,0,0,1,0,3,1,1,0,0,0,0,30300
149,3,1,2,1,0,0,0,3,1,0,0,1,0,0,41675
207,1,4,5,1,0,0,0,1,1,1,0,0,1,1,35925
66,1,2,3,1,0,0,0,1,0,0,1,1,0,0,43100
180,1,1,2,0,1,0,0,2,0,0,0,0,0,1,22250
225,2,4,4,0,1,0,1,3,1,1,1,0,0,1,61375
121,3,2,4,1,0,0,1,2,0,1,1,0,0,1,64025
36,1,1,3,0,1,0,0,2,0,1,0,1,1,0,25600
11,2,1,4,0,1,0,1,2,1,0,0,0,1,0,37275
41,1,4,2,0,0,1,1,2,0,1,1,1,1,0,48475
52,1,3,2,0,0,1,0,2,0,0,0,1,0,1,20000
36,2,0,2,0,0,1,1,2,1,1,1,1,1,1,47100
106,1,4,4,0,0,1,1,3,0,0,0,0,1,1,38650
83,2,2,3,1,0,0,0,2,0,1,0,0,0,0,33575
132,3,4,3,0,1,0,1,1,1,1,0,1,0,0,45000
65,2,2,3,0,0,1,1,1,1,1,1,1,0,0,47075
184,1,1,5,0,1,0,0,1,0,0,0,0,0,1,22600
203,3,3,3,0,1,0,1,3,1,1,1,0,1,1,60325
242,2,2,2,0,0,1,0,1,1,1,1,1,1,1,35250
80,1,4,2,0,0,1,1,2,1,1,1,1,1,0,49700
22,1,2,4,0,1,0,0,3,1,0,1,0,0,0,37050
79,1,1,3,0,0,1,1,1,0,1,0,0,0,0,28725
50,1,2,4,0,0,1,1,3,1,0,0,1,0,1,40450
128,3,2,3,0,0,1,1,1,1,1,0,0,1,0,33950
97,3,0,2,0,0,1,1,3,1,1,0,0,1,0,37425
207,1,4,1,0,1,0,0,3,0,0,0,0,1,1,27425
245,1,2,4,0,0,1,0,3,0,0,0,1,1,0,30075
100,3,4,2,0,1,0,1,2,1,1,1,1,0,1,58200
138,3,3,3,0,1,0,0,1,0,0,0,0,0,1,23450
13,1,4,5,0,0,1,1,2,0,0,0,0,0,1,34075
127,1,0,3,1,0,0,0,2,0,0,0,0,1,0,30425
190,3,1,3,1,0,0,0,2,1,0,0,0,1,1,36000
235,3,4,5,1,0,0,0,2,0,0,0,1,0,0,46075
99,1,2,4,0,0,1,1,2,1,0,1,1,1,0,49925
183,3,0,3,0,0,1,0,2,0,0,0,0,0,0,20825
105,3,4,5,0,1,0,0,3,1,0,1,0,0,1,44875
97,2,2,2,1,0,0,1,1,0,1,0,1,1,1,48625
233,1,3,5,0,1,0,0,3,0,1,1,0,0,0,45325
56,1,1,1,1,0,0,1,2,1,0,0,1,0,1,46600
155,2,4,2,0,1,0,0,2,0,0,0,1,0,1,29825
48,3,0,4,0,1,0,0,3,0,1,1,0,0,1,40200
225,2,2,5,1,0,0,1,1,1,1,1,1,0,1,67575
181,1,4,1,0,1,0,0,2,1,1,1,0,0,1,36525
244,1,1,2,1,0,0,0,3,1,1,1,0,1,1,49600
152,1,0,2,0,1,0,0,2,1,0,0,1,0,1,25500
224,3,0,2,0,1,0,1,3,1,1,0,1,0,0,50050
3,2,1,4,1,0,0,0,1,1,0,0,1,1,1,32025
206,2,2,1,0,0,1,1,2,1,0,0,0,0,0,34150
98,3,1,3,0,0,1,0,2,0,1,0,1,0,1,25150
109,2,1,1,0,1,0,1,1,0,0,0,1,1,1,36675
173,3,0,2,1,0,0,0,1,1,1,1,0,1,1,43075
74,1,4,1,0,1,0,0,3,0,0,0,1,0,0,28550
237,2,3,5,0,0,1,0,1,1,0,1,1,0,0,38375
75,3,4,2,0,0,1,0,1,0,0,0,1,1,1,20825
231,2,4,4,0,1,0,1,1,0,1,1,0,1,0,54275
146,2,1,2,1,0,0,1,2,1,1,1,0,1,0,60150
50,2,1,4,0,0,1,0,1,0,1,0,1,1,1,20200
8,1,4,3,0,0,1,1,3,1,1,0,0,0,1,36450
4,3,2,2,1,0,0,0,1,1,1,0,1,1,0,33050
52,2,0,2,0,0,1,1,1,0,1,1,0,0,0,39300
87,3,3,5,0,0,1,0,3,0,1,0,0,1,0,27925
214,2,3,5,1,0,0,1,2,1,1,1,1,0,1,71550
245,2,1,1,0,1,0,1,2,0,0,1,0,0,1,50875
37,1,0,3,1,0,0,0,1,1,0,0,0,1,0,24925
195,2,1,5,0,1,0,1,3,0,1,1,0,0,0,59375
201,2,2,2,1,0,0,1,3,0,0,1,0,0,1,64275
68,2,0,3,0,1,0,1,2,0,0,1,0,0,0,48200
230,2,3,1,0,1,0,1,3,1,1,0,1,1,0,49700
127,3,2,1,0,0,1,0,3,0,1,0,1,1,1,27625
87,2,3,5,1,0,0,1,1,0,1,0,1,1,1,52875
79,3,2,4,0,0,1,0,1,0,1,1,0,0,0,30475
83,3,4,5,0,1,0,0,2,1,0,0,0,1,0,29075
6,1,3,3,0,1,0,1,3,0,1,1,1,0,0,56600
134,1,2,5,0,0,1,0,3,1,1,0,1,0,0,30050
240,1,1,5,0,0,1,0,2,1,0,0,1,0,0,27200
129,3,3,2,0,1,0,1,2,0,1,1,1,1,0,57925
15,3,3,5,1,0,0,1,3,1,1,0,1,0,0,59825
137,1,0,1,1,0,0,1,2,1,0,1,0,0,0,55175
117,2,3,5,0,0,1,1,3,0,0,1,1,1,1,57125
249,3,0,3,1,0,0,0,1,1,0,0,0,0,0,33225
137,2,4,5,1,0,0,1,1,0,1,0,1,1,0,54875
218,1,2,2,1,0,0,0,1,1,0,0,1,1,0,34150
122,3,1,4,1,0,0,0,1,1,1,0,1,0,0,37750
145,2,0,4,0,0,1,0,2,1,1,1,1,1,1,37325
74,2,0,2,0,0,1,0,2,1,1,1,1,1,0,33050
187,1,2,4,1,0,0,1,1,0,1,1,1,0,1,63625
68,2,1,2,0,1,0,1,3,1,0,1,1,0,1,55900
120,1,3,1,0,0,1,0,3,0,1,1,1,1,0,36950
202,3,0,2,0,0,1,0,1,0,0,1,1,0,1,32750
164,1,2,4,0,1,0,0,2,1,1,0,1,1,1,31050
17,2,3,2,0,0,1,0,3,0,1,1,0,1,1,32675
169,2,1,1,0,0,1,0,3,1,0,1,1,1,1,37175
142,1,0,4,0,1,0,1,2,0,0,0,0,1,0,38050
63,3,2,2,0,1,0,0,2,0,1,0,0,1,0,24325
86,1,3,4,0,1,0,1,3,1,1,1,0,1,1,55650
245,1,3,3,0,1,0,1,3,1,0,0,1,0,0,49825
195,1,4,4,0,1,0,1,3,0,1,0,0,0,1,47125
31,1,3,4,0,1,0,0,1,1,1,1,1,1,1,36725
13,1,2,2,0,0,1,1,1,0,0,1,0,0,0,37075
183,2,1,4,0,0,1,0,1,0,1,0,0,1,1,19075
111,2,1,3,1,0,0,1,2,0,1,1,0,1,0,60275
55,3,0,2,0,0,1,1,2,0,1,1,1,0,1,48825
18,3,2,1,0,0,1,1,3,1,1,1,0,1,0,47450
153,2,4,2,1,0,0,1,2,1,1,0,0,1,0,50825
99,2,4,2,0,1,0,1,3,0,1,0,0,1,0,43725
27,3,1,5,1,0,0,0,1,0,0,0,1,0,1,35125
248,2,1,5,1,0,0,0,2,0,0,0,1,0,1,42650
241,2,2,3,0,1,0,0,3,0,1,1,0,0,0,43775
234,1,1,2,0,1,0,0,1,0,0,1,0,0,0,31850
132,1,0,1,1,0,0,0,3,1,1,1,0,0,1,44800
2,2,1,2,0,0,1,1,3,1,1,1,1,1,0,50500
197,1,0,2,1,0,0,0,1,0,1,1,0,0,1,40425
224,3,0,4,0,1,0,0,3,0,0,0,0,0,1,31600
194,2,0,4,1,0,0,1,1,1,0,1,0,0,0,58350
83,3,4,5,1,0,0,1,1,1,1,1,0,1,0,62575
120,3,4,4,0,0,1,1,3,0,1,0,0,0,1,43250
158,1,2,4,1,0,0,1,2,0,1,1,1,1,1,66400
123,2,2,5,0,1,0,1,1,1,0,1,1,1,1,54775
74,3,4,4,0,0,1,0,3,0,1,1,1,1,0,43300
231,3,4,4,0,1,0,1,2,1,0,1,1,1,0,62725
54,1,1,3,1,0,0,0,2,0,0,0,0,0,1,29350
211,1,0,4,1,0,0,1,3,1,0,1,0,1,1,64275
223,3,3,3,0,1,0,1,1,0,1,1,0,0,0,53575
133,1,0,2,0,1,0,0,2,0,0,1,1,1,0,36525
126,2,2,3,0,1,0,1,2,1,1,1,0,1,0,52650
139,3,1,5,1,0,0,1,2,0,1,0,1,0,0,57675
204,2,0,5,0,1,0,0,2,0,0,0,1,1,1,31800
126,1,0,4,1,0,0,0,2,1,0,1,1,0,1,48100
22,3,2,5,1,0,0,0,3,1,0,1,0,0,0,50300
190,2,3,1,1,0,0,0,1,0,0,0,1,1,1,34200
120,2,3,4,0,0,1,0,1,1,0,1,0,1,1,29750
104,2,2,2,0,1,0,1,2,1,1,1,0,0,1,50850
86,3,0,3,0,0,1,1,3,0,1,0,0,0,0,38150
174,2,1,2,0,0,1,0,2,0,1,0,1,0,0,24300
134,1,4,3,0,1,0,1,1,0,0,0,0,0,1,36100
12,1,0,3,0,0,1,0,2,1,0,1,1,1,1,30000
72,3,2,4,1,0,0,1,2,0,0,1,1,0,1,66000
184,2,0,4,0,0,1,0,1,0,1,0,0,1,1,18350
190,3,3,4,0,1,0,1,2,0,1,1,0,0,0,57500
170,2,2,3,0,0,1,0,1,1,1,0,0,1,1,18500
29,3,2,2,0,1,0,1,1,1,0,0,1,1,0,38425
167,2,4,3,0,1,0,0,1,1,1,1,1,1,0,41125
208,3,2,2,0,1,0,0,3,0,0,0,1,1,0,34650
14,1,0,3,1,0,0,1,2,1,0,0,0,1,1,42850
73,2,0,2,1,0,0,0,3,1,1,0,0,1,1,34325
157,1,4,3,1,0,0,0,1,1,1,0,0,1,1,32175
7,1,1,5,0,0,1,1,1,0,1,1,0,0,0,41175
140,1,4,2,1,0,0,1,3,1,1,0,1,0,0,56950
150,1,4,2,0,0,1,0,1,1,1,0,0,1,1,16750
54,3,0,1,0,1,0,0,1,1,1,0,0,1,1,18100
144,3,1,1,0,0,1,1,1,0,1,1,1,1,0,47050
127,1,2,1,0,1,0,1,2,0,0,0,1,1,1,39875
110,2,3,3,0,1,0,1,3,0,0,1,1,1,1,59450
247,1,4,1,0,0,1,1,2,0,1,0,1,1,1,40625
202,1,3,1,0,1,0,0,1,0,1,1,0,0,0,32550
198,3,1,4,0,0,1,1,1,0,0,1,1,0,1,50900
229,1,2,3,0,0,1,1,3,0,1,1,0,1,0,51975
24,1,1,4,0,0,1,1,2,1,1,1,0,1,1,44100
203,1,2,4,0,0,1,1,2,0,0,0,1,0,1,40525
15,2,0,3,0,0,1,1,2,1,0,1,1,0,1,46575
90,1,1,1,1,0,0,0,1,0,0,1,0,0,0,36000
46,3,3,2,0,0,1,1,3,0,1,1,1,1,0,54350
155,2,4,2,0,0,1,1,3,1,1,0,1,1,0,44825
243,2,4,4,0,1,0,0,1,0,1,0,0,1,0,27825
216,2,0,5,0,1,0,1,1,0,0,0,0,0,1,39150
233,2,3,4,1,0,0,1,1,0,1,1,1,1,1,67025
158,3,3,4,0,1,0,0,3,0,0,0,1,1,0,36650
35,3,1,4,1,0,0,0,3,1,1,0,1,1,0,42575
197,2,0,4,0,1,0,1,2,1,0,0,1,1,1,45625
26,3,3,5,0,0,1,0,1,1,0,1,0,0,0,30150
39,1,1,5,0,1,0,0,2,0,1,1,1,0,0,39925
13,3,3,2,0,0,1,1,1,1,0,1,1,1,0,45525
169,3,0,1,0,1,0,1,2,1,1,0,0,0,1,39475
162,2,1,4,0,1,0,1,3,0,0,0,0,1,0,44300
4,1,3,2,1,0,0,1,2,0,1,1,0,1,0,56350
176,3,1,3,0,0,1,0,1,0,0,1,1,0,1,34100
167,3,3,3,0,0,1,0,3,1,0,0,0,0,1,26425
53,1,2,2,0,0,1,0,1,1,0,0,1,0,1,16025
88,2,2,5,0,0,1,0,1,1,0,1,1,1,0,33900
96,2,0,4,1,0,0,1,1,0,1,1,0,1,0,56900
131,1,2,5,1,0,0,1,1,1,0,1,1,1,0,62475
97,3,0,2,0,0,1,0,1,1,1,0,0,0,1,15425
226,2,4,5,0,1,0,1,3,1,0,0,1,1,0,54100
133,1,1,2,1,0,0,1,3,0,1,0,1,0,0,54275
60,1,2,2,0,1,0,0,3,1,1,0,1,1,0,29450
144,1,2,2,1,0,0,1,1,0,1,1,1,0,0,60050
56,3,1,5,0,1,0,1,3,0,0,0,0,0,1,44400
120,3,2,2,0,1,0,1,2,0,0,1,1,1,0,55700
146,2,4,2,0,1,0,1,2,1,0,1,0,0,1,52150
205,1,0,5,0,0,1,0,2,1,1,0,1,1,0,26825
149,3,4,5,0,0,1,0,2,1,0,0,0,1,0,25725
230,3,4,2,0,1,0,1,3,0,1,0,1,0,1,52950
44,3,4,2,1,0,0,0,3,1,1,0,0,0,0,38100
91,1,3,2,0,0,1,0,3,1,0,0,0,0,0,20275
38,1,3,2,1,0,0,0,1,0,0,1,1,0,1,41900
249,2,0,5,0,0,1,1,3,0,0,0,1,1,1,46425
134,1,2,4,1,0,0,0,1,1,1,1,1,1,0,47550
22,1,2,1,1,0,0,1,2,0,1,1,0,1,1,54800
211,2,4,3,0,0,1,0,2,0,1,0,0,0,0,24275
95,3,1,5,0,1,0,0,1,0,0,0,0,0,0,23375
120,3,2,3,0,1,0,0,3,0,0,1,0,1,0,41000
32,1,1,4,0,0,1,0,3,1,0,0,0,0,0,19800
218,2,4,1,0,0,1,0,1,1,1,1,0,0,0,30450
122,3,1,4,0,0,1,0,2,0,0,1,1,0,1,37500
182,1,1,3,0,0,1,0,3,1,1,1,0,1,0,35300
38,1,1,5,0,0,1,0,2,0,1,0,1,0,0,23150
116,1,3,2,0,0,1,1,1,0,1,1,1,1,1,46100
117,2,2,3,1,0,0,1,2,0,0,0,1,0,0,52625
9,1,3,2,0,1,0,1,2,1,1,0,0,1,0,35975
116,2,2,4,1,0,0,1,2,1,1,1,0,0,1,62650
37,1,4,5,0,1,0,0,1,1,0,1,1,1,0,37625
